,studentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EDTech_Usage_Level,StressLevel,FinalGrade,RiskLevel,LearningStyle_1,LearningStyle_2,LearningStyle_3
7250,STU06231,29,80,1,1,2,0,1,23,18,1,52,51,1,2,3,3,0,1,0
7251,STU06232,29,80,1,1,2,0,1,29,0,0,69,89,0,2,0,0,0,0,0
7252,STU06233,18,88,2,1,0,1,0,27,3,1,89,90,1,2,0,0,1,0,0
7253,STU06234,18,88,2,1,0,1,0,24,13,1,96,45,0,2,3,3,0,0,1
7254,STU06235,18,88,1,0,0,1,0,27,3,1,89,90,1,2,0,0,1,0,0
7255,STU06236,18,88,1,0,0,1,0,24,13,1,96,45,0,2,3,3,0,0,1
7256,STU06237,18,88,0,1,1,1,0,27,3,1,89,90,1,2,0,0,1,0,0
7257,STU06238,18,88,0,1,1,1,0,24,13,1,96,45,0,2,3,3,0,0,1
7258,STU06239,18,88,1,0,1,1,0,27,3,1,89,90,1,2,0,0,1,0,0
7259,STU06240,18,88,1,0,1,1,0,24,13,1,96,45,0,2,3,3,0,0,1
7260,STU06241,23,93,0,1,2,0,1,18,1,1,56,66,1,0,2,2,1,0,0
7261,STU06242,23,93,0,0,1,1,1,18,1,1,56,66,1,0,2,2,1,0,0
7262,STU06243,23,93,0,1,0,1,1,18,1,1,56,66,1,0,2,2,1,0,0
7263,STU06244,23,93,2,0,2,1,1,18,1,1,56,66,1,0,2,2,1,0,0
7264,STU06245,23,93,1,1,0,0,1,18,1,1,56,66,1,0,2,2,1,0,0
7265,STU06246,26,99,2,1,2,1,0,24,13,0,65,68,1,2,2,2,0,1,0
7266,STU06247,26,99,2,1,2,1,0,29,1,1,93,77,1,1,1,1,0,0,0
7267,STU06248,21,95,0,1,1,1,0,25,20,0,53,90,1,1,0,0,1,0,0
7268,STU06249,21,95,0,1,1,1,0,21,13,0,60,88,0,0,0,0,0,1,0
7269,STU06250,21,95,1,1,1,1,0,25,20,0,53,90,1,1,0,0,1,0,0
7270,STU06251,21,95,1,1,1,1,0,21,13,0,60,88,0,0,0,0,0,1,0
7271,STU06252,18,71,0,0,1,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7272,STU06253,18,71,0,0,1,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7273,STU06254,18,71,1,0,2,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7274,STU06255,18,71,1,0,2,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7275,STU06256,18,71,1,1,0,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7276,STU06257,18,71,1,1,0,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7277,STU06258,18,71,1,0,1,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7278,STU06259,18,71,1,0,1,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7279,STU06260,18,71,2,1,1,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7280,STU06261,18,71,2,1,1,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7281,STU06262,18,71,0,1,1,1,0,25,13,0,83,56,0,2,2,2,0,0,1
7282,STU06263,18,71,0,1,1,1,0,20,14,0,67,54,1,2,3,3,0,0,0
7283,STU06264,20,64,2,0,1,1,0,27,20,0,82,45,0,0,3,3,0,1,0
7284,STU06265,20,64,1,1,1,1,0,27,20,0,82,45,0,0,3,3,0,1,0
7285,STU06266,20,64,2,0,2,0,0,27,20,0,82,45,0,0,3,3,0,1,0
7286,STU06267,20,64,1,0,1,1,0,27,20,0,82,45,0,0,3,3,0,1,0
7288,STU06268,20,64,0,1,2,1,0,27,20,0,82,45,0,0,3,3,0,1,0
7289,STU06269,24,85,1,1,1,1,0,20,8,1,95,47,1,1,3,3,1,0,0
7290,STU06270,24,85,1,1,1,1,0,23,5,1,100,64,1,1,2,2,0,0,0
7291,STU06271,24,85,1,1,1,0,0,20,8,1,95,47,1,1,3,3,1,0,0
7292,STU06272,24,85,1,1,1,0,0,23,5,1,100,64,1,1,2,2,0,0,0
7293,STU06273,24,85,1,1,2,1,0,20,8,1,95,47,1,1,3,3,1,0,0
7294,STU06274,24,85,1,1,2,1,0,23,5,1,100,64,1,1,2,2,0,0,0
7295,STU06275,24,85,1,1,0,1,0,20,8,1,95,47,1,1,3,3,1,0,0
7296,STU06276,24,85,1,1,0,1,0,23,5,1,100,64,1,1,2,2,0,0,0
7297,STU06277,24,85,2,0,1,1,0,20,8,1,95,47,1,1,3,3,1,0,0
7298,STU06278,24,85,2,0,1,1,0,23,5,1,100,64,1,1,2,2,0,0,0
7299,STU06279,20,85,2,0,1,1,0,19,0,1,89,95,0,2,0,0,1,0,0
7300,STU06280,20,85,2,0,1,1,0,20,11,1,84,42,1,0,3,3,1,0,0
7301,STU06281,8,67,1,1,0,1,0,29,19,1,68,55,0,2,2,2,1,0,0
7302,STU06282,8,67,1,1,0,1,0,29,19,1,72,44,1,0,3,3,1,0,0
7303,STU06283,25,64,0,1,0,1,0,21,9,1,87,46,1,0,3,3,1,0,0
7304,STU06284,25,64,0,1,0,1,0,18,3,1,94,84,1,1,1,1,1,0,0
7305,STU06285,25,64,0,1,0,1,0,18,12,0,85,63,1,0,2,2,0,1,0
7306,STU06286,25,64,0,1,0,1,0,26,1,0,98,88,1,2,0,0,0,0,1
7307,STU06287,25,64,0,1,0,1,0,23,4,1,58,55,1,1,2,2,0,1,0
7308,STU06288,25,64,0,1,0,1,0,28,18,0,60,99,1,2,0,0,0,0,1
7309,STU06289,25,64,0,1,0,1,0,21,8,1,71,40,0,1,3,3,0,1,0
7310,STU06290,33,74,1,0,1,1,0,20,15,1,87,52,1,2,3,3,0,1,0
7311,STU06291,24,80,1,0,1,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7312,STU06292,24,80,1,0,1,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7313,STU06293,24,80,1,0,1,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7314,STU06294,24,80,1,0,1,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7315,STU06295,24,80,1,0,1,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7316,STU06296,24,80,2,1,2,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7317,STU06297,24,80,2,1,2,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7318,STU06298,24,80,2,1,2,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7319,STU06299,24,80,2,1,2,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7320,STU06300,24,80,2,1,2,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7321,STU06301,24,80,1,1,0,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7322,STU06302,24,80,1,1,0,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7323,STU06303,24,80,1,1,0,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7324,STU06304,24,80,1,1,0,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7325,STU06305,24,80,1,1,0,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7326,STU06306,24,80,2,0,1,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7327,STU06307,24,80,2,0,1,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7328,STU06308,24,80,2,0,1,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7329,STU06309,24,80,2,0,1,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7330,STU06310,24,80,2,0,1,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7331,STU06311,24,80,2,0,2,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7332,STU06312,24,80,2,0,2,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7333,STU06313,24,80,2,0,2,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7334,STU06314,24,80,2,0,2,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7335,STU06315,24,80,2,0,2,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7336,STU06316,24,80,1,0,0,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7337,STU06317,24,80,1,0,0,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7338,STU06318,24,80,1,0,0,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7339,STU06319,24,80,1,0,0,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7340,STU06320,24,80,1,0,0,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7341,STU06321,24,80,2,1,1,1,1,24,16,1,98,50,1,2,3,3,0,0,1
7342,STU06322,24,80,2,1,1,1,1,22,20,0,51,43,1,1,3,3,1,0,0
7343,STU06323,24,80,2,1,1,1,1,27,1,1,96,59,0,2,2,2,1,0,0
7344,STU06324,24,80,2,1,1,1,1,28,16,0,71,96,1,2,0,0,1,0,0
7345,STU06325,24,80,2,1,1,1,1,28,15,0,88,84,0,2,1,1,1,0,0
7346,STU06326,14,77,2,0,1,1,0,21,5,0,68,92,1,0,0,0,1,0,0
7347,STU06327,14,77,2,0,1,1,0,20,13,1,77,97,1,2,0,0,1,0,0
7348,STU06328,14,77,2,0,1,1,0,18,20,1,67,69,1,2,2,2,0,1,0
7349,STU06329,14,77,0,0,0,1,0,21,5,0,68,92,1,0,0,0,1,0,0
7350,STU06330,14,77,0,0,0,1,0,20,13,1,77,97,1,2,0,0,1,0,0
7351,STU06331,14,77,0,0,0,1,0,18,20,1,67,69,1,2,2,2,0,1,0
7352,STU06332,14,77,1,1,0,1,0,21,5,0,68,92,1,0,0,0,1,0,0
7353,STU06333,14,77,1,1,0,1,0,20,13,1,77,97,1,2,0,0,1,0,0
7354,STU06334,14,77,1,1,0,1,0,18,20,1,67,69,1,2,2,2,0,1,0
7355,STU06335,16,98,0,1,1,1,1,23,1,1,79,59,1,2,2,2,0,0,0
7356,STU06336,16,98,0,1,1,1,1,28,11,0,63,43,1,2,3,3,0,0,0
7357,STU06337,16,98,0,1,1,1,1,18,19,0,73,80,0,1,1,1,0,0,1
7358,STU06338,16,98,0,1,1,1,1,24,16,0,65,67,0,1,2,2,0,0,0
7359,STU06339,16,98,0,1,1,1,1,27,0,1,84,99,1,2,0,0,0,0,0
7360,STU06340,16,98,0,0,0,1,1,23,1,1,79,59,1,2,2,2,0,0,0
7361,STU06341,16,98,0,0,0,1,1,28,11,0,63,43,1,2,3,3,0,0,0
7362,STU06342,16,98,0,0,0,1,1,18,19,0,73,80,0,1,1,1,0,0,1
7363,STU06343,16,98,0,0,0,1,1,24,16,0,65,67,0,1,2,2,0,0,0
7364,STU06344,16,98,0,0,0,1,1,27,0,1,84,99,1,2,0,0,0,0,0
7365,STU06345,16,98,1,1,0,1,1,23,1,1,79,59,1,2,2,2,0,0,0
7366,STU06346,16,98,1,1,0,1,1,28,11,0,63,43,1,2,3,3,0,0,0
7367,STU06347,16,98,1,1,0,1,1,18,19,0,73,80,0,1,1,1,0,0,1
7368,STU06348,16,98,1,1,0,1,1,24,16,0,65,67,0,1,2,2,0,0,0
7369,STU06349,16,98,1,1,0,1,1,27,0,1,84,99,1,2,0,0,0,0,0
7370,STU06350,31,69,1,0,1,0,1,29,3,0,55,85,1,1,0,0,1,0,0
7371,STU06351,31,69,1,0,1,0,1,20,20,0,98,64,1,2,2,2,1,0,0
7372,STU06352,31,69,0,1,1,1,1,29,3,0,55,85,1,1,0,0,1,0,0
7373,STU06353,31,69,0,1,1,1,1,20,20,0,98,64,1,2,2,2,1,0,0
7374,STU06354,31,69,0,1,0,1,1,29,3,0,55,85,1,1,0,0,1,0,0
7375,STU06355,31,69,0,1,0,1,1,20,20,0,98,64,1,2,2,2,1,0,0
7376,STU06356,19,81,2,0,0,0,0,18,16,0,85,57,1,0,2,2,1,0,0
7377,STU06357,19,81,2,0,0,0,0,20,2,1,76,74,1,2,1,1,0,1,0
7378,STU06358,19,81,1,0,1,1,0,18,16,0,85,57,1,0,2,2,1,0,0
7379,STU06359,19,81,1,0,1,1,0,20,2,1,76,74,1,2,1,1,0,1,0
7380,STU06360,19,81,2,1,1,0,0,18,16,0,85,57,1,0,2,2,1,0,0
7381,STU06361,19,81,2,1,1,0,0,20,2,1,76,74,1,2,1,1,0,1,0
7382,STU06362,19,81,2,0,1,1,0,18,16,0,85,57,1,0,2,2,1,0,0
7383,STU06363,19,81,2,0,1,1,0,20,2,1,76,74,1,2,1,1,0,1,0
7384,STU06364,21,89,1,1,0,1,1,29,4,0,86,40,1,1,3,3,0,0,0
7385,STU06365,21,89,0,1,1,1,1,29,4,0,86,40,1,1,3,3,0,0,0
7386,STU06366,21,89,2,1,1,1,1,29,4,0,86,40,1,1,3,3,0,0,0
7387,STU06367,21,89,1,0,1,1,1,29,4,0,86,40,1,1,3,3,0,0,0
7388,STU06368,21,89,1,0,0,1,1,29,4,0,86,40,1,1,3,3,0,0,0
7389,STU06369,23,97,0,1,1,1,1,23,11,0,86,77,1,2,1,1,0,0,0
7390,STU06370,23,97,0,1,1,1,1,29,17,0,55,76,1,1,1,1,1,0,0
7391,STU06371,23,97,0,1,1,1,1,20,9,0,60,99,1,0,0,0,0,1,0
7392,STU06372,23,97,2,1,0,1,1,23,11,0,86,77,1,2,1,1,0,0,0
7393,STU06373,23,97,2,1,0,1,1,29,17,0,55,76,1,1,1,1,1,0,0
7394,STU06374,23,97,2,1,0,1,1,20,9,0,60,99,1,0,0,0,0,1,0
7395,STU06375,23,97,2,0,1,0,1,23,11,0,86,77,1,2,1,1,0,0,0
7396,STU06376,23,97,2,0,1,0,1,29,17,0,55,76,1,1,1,1,1,0,0
7397,STU06377,23,97,2,0,1,0,1,20,9,0,60,99,1,0,0,0,0,1,0
7398,STU06378,23,97,1,1,1,1,1,23,11,0,86,77,1,2,1,1,0,0,0
7399,STU06379,23,97,1,1,1,1,1,29,17,0,55,76,1,1,1,1,1,0,0
7400,STU06380,23,97,1,1,1,1,1,20,9,0,60,99,1,0,0,0,0,1,0
7401,STU06381,23,97,2,1,0,0,1,23,11,0,86,77,1,2,1,1,0,0,0
7402,STU06382,23,97,2,1,0,0,1,29,17,0,55,76,1,1,1,1,1,0,0
7403,STU06383,23,97,2,1,0,0,1,20,9,0,60,99,1,0,0,0,0,1,0
7404,STU06384,23,97,0,1,2,1,1,23,11,0,86,77,1,2,1,1,0,0,0
7405,STU06385,23,97,0,1,2,1,1,29,17,0,55,76,1,1,1,1,1,0,0
7406,STU06386,23,97,0,1,2,1,1,20,9,0,60,99,1,0,0,0,0,1,0
7410,STU06387,23,97,2,1,1,1,1,23,11,0,86,77,1,2,1,1,0,0,0
7411,STU06388,23,97,2,1,1,1,1,29,17,0,55,76,1,1,1,1,1,0,0
7412,STU06389,23,97,2,1,1,1,1,20,9,0,60,99,1,0,0,0,0,1,0
7413,STU06390,21,75,1,1,0,1,1,18,12,1,100,55,0,2,2,2,1,0,0
7414,STU06391,21,75,1,1,0,1,1,25,2,1,56,56,1,2,2,2,1,0,0
7415,STU06392,21,75,1,1,0,1,1,25,12,1,86,56,0,2,2,2,0,1,0
7416,STU06393,21,75,1,1,0,1,1,20,10,0,69,49,0,1,3,3,1,0,0
7417,STU06394,21,75,1,1,0,1,1,19,9,1,50,90,1,1,0,0,0,0,1
7418,STU06395,21,75,2,1,1,1,1,18,12,1,100,55,0,2,2,2,1,0,0
7419,STU06396,21,75,2,1,1,1,1,25,2,1,56,56,1,2,2,2,1,0,0
7420,STU06397,21,75,2,1,1,1,1,25,12,1,86,56,0,2,2,2,0,1,0
7421,STU06398,21,75,2,1,1,1,1,20,10,0,69,49,0,1,3,3,1,0,0
7422,STU06399,21,75,2,1,1,1,1,19,9,1,50,90,1,1,0,0,0,0,1
7423,STU06400,21,75,0,1,2,1,1,18,12,1,100,55,0,2,2,2,1,0,0
7424,STU06401,21,75,0,1,2,1,1,25,2,1,56,56,1,2,2,2,1,0,0
7425,STU06402,21,75,0,1,2,1,1,25,12,1,86,56,0,2,2,2,0,1,0
7426,STU06403,21,75,0,1,2,1,1,20,10,0,69,49,0,1,3,3,1,0,0
7427,STU06404,21,75,0,1,2,1,1,19,9,1,50,90,1,1,0,0,0,0,1
7428,STU06405,21,75,1,1,1,1,1,18,12,1,100,55,0,2,2,2,1,0,0
7429,STU06406,21,75,1,1,1,1,1,25,2,1,56,56,1,2,2,2,1,0,0
7430,STU06407,21,75,1,1,1,1,1,25,12,1,86,56,0,2,2,2,0,1,0
7431,STU06408,21,75,1,1,1,1,1,20,10,0,69,49,0,1,3,3,1,0,0
7432,STU06409,21,75,1,1,1,1,1,19,9,1,50,90,1,1,0,0,0,0,1
7433,STU06410,21,75,0,1,1,1,1,18,12,1,100,55,0,2,2,2,1,0,0
7434,STU06411,21,75,0,1,1,1,1,25,2,1,56,56,1,2,2,2,1,0,0
7435,STU06412,21,75,0,1,1,1,1,25,12,1,86,56,0,2,2,2,0,1,0
7436,STU06413,21,75,0,1,1,1,1,20,10,0,69,49,0,1,3,3,1,0,0
7437,STU06414,21,75,0,1,1,1,1,19,9,1,50,90,1,1,0,0,0,0,1
7438,STU06415,34,64,1,0,2,1,0,26,2,0,85,74,1,1,1,1,0,0,1
7439,STU06416,21,72,2,0,0,0,0,25,13,1,94,61,1,1,2,2,0,1,0
7440,STU06417,21,72,2,0,0,0,0,23,3,0,84,89,0,2,0,0,0,1,0
7441,STU06418,21,72,2,1,0,1,0,25,13,1,94,61,1,1,2,2,0,1,0
7442,STU06419,21,72,2,1,0,1,0,23,3,0,84,89,0,2,0,0,0,1,0
7443,STU06420,21,72,0,1,0,1,0,25,13,1,94,61,1,1,2,2,0,1,0
7444,STU06421,21,72,0,1,0,1,0,23,3,0,84,89,0,2,0,0,0,1,0
7445,STU06422,26,66,1,0,1,1,0,27,8,1,66,47,1,2,3,3,0,0,1
7446,STU06423,26,66,1,0,1,1,0,24,14,0,57,88,1,1,0,0,0,0,1
7447,STU06424,26,66,1,0,1,1,0,22,0,0,90,83,0,0,1,1,0,0,1
7448,STU06425,26,66,1,1,2,1,0,27,8,1,66,47,1,2,3,3,0,0,1
7449,STU06426,26,66,1,1,2,1,0,24,14,0,57,88,1,1,0,0,0,0,1
7450,STU06427,26,66,1,1,2,1,0,22,0,0,90,83,0,0,1,1,0,0,1
7451,STU06428,26,66,2,0,2,1,0,27,8,1,66,47,1,2,3,3,0,0,1
7452,STU06429,26,66,2,0,2,1,0,24,14,0,57,88,1,1,0,0,0,0,1
7453,STU06430,26,66,2,0,2,1,0,22,0,0,90,83,0,0,1,1,0,0,1
7454,STU06431,26,66,2,1,1,1,0,27,8,1,66,47,1,2,3,3,0,0,1
7455,STU06432,26,66,2,1,1,1,0,24,14,0,57,88,1,1,0,0,0,0,1
7456,STU06433,26,66,2,1,1,1,0,22,0,0,90,83,0,0,1,1,0,0,1
7457,STU06434,27,82,2,0,0,1,1,26,16,0,55,88,1,2,0,0,1,0,0
7458,STU06435,27,82,2,0,0,1,1,27,11,1,69,44,0,1,3,3,1,0,0
7459,STU06436,27,82,2,0,0,1,1,27,17,1,73,47,1,1,3,3,0,0,1
7460,STU06437,27,82,2,0,0,1,1,19,1,0,62,56,0,1,2,2,0,0,1
7461,STU06438,27,82,1,1,0,1,1,26,16,0,55,88,1,2,0,0,1,0,0
7462,STU06439,27,82,1,1,0,1,1,27,11,1,69,44,0,1,3,3,1,0,0
7463,STU06440,27,82,1,1,0,1,1,27,17,1,73,47,1,1,3,3,0,0,1
7464,STU06441,27,82,1,1,0,1,1,19,1,0,62,56,0,1,2,2,0,0,1
7465,STU06442,27,82,1,1,0,0,1,26,16,0,55,88,1,2,0,0,1,0,0
7466,STU06443,27,82,1,1,0,0,1,27,11,1,69,44,0,1,3,3,1,0,0
7467,STU06444,27,82,1,1,0,0,1,27,17,1,73,47,1,1,3,3,0,0,1
7468,STU06445,27,82,1,1,0,0,1,19,1,0,62,56,0,1,2,2,0,0,1
7469,STU06446,27,82,1,0,2,1,1,26,16,0,55,88,1,2,0,0,1,0,0
7470,STU06447,27,82,1,0,2,1,1,27,11,1,69,44,0,1,3,3,1,0,0
7471,STU06448,27,82,1,0,2,1,1,27,17,1,73,47,1,1,3,3,0,0,1
7472,STU06449,27,82,1,0,2,1,1,19,1,0,62,56,0,1,2,2,0,0,1
7473,STU06450,27,82,0,1,1,1,1,26,16,0,55,88,1,2,0,0,1,0,0
7474,STU06451,27,82,0,1,1,1,1,27,11,1,69,44,0,1,3,3,1,0,0
7475,STU06452,27,82,0,1,1,1,1,27,17,1,73,47,1,1,3,3,0,0,1
7476,STU06453,27,82,0,1,1,1,1,19,1,0,62,56,0,1,2,2,0,0,1
7477,STU06454,27,81,1,0,1,1,1,21,17,1,95,99,0,1,0,0,0,0,1
7478,STU06455,27,81,1,0,1,1,1,18,5,1,59,98,1,0,0,0,0,1,0
7479,STU06456,27,81,1,0,1,1,1,25,7,0,89,94,1,0,0,0,0,1,0
7480,STU06457,27,81,0,1,1,1,1,21,17,1,95,99,0,1,0,0,0,0,1
7481,STU06458,27,81,0,1,1,1,1,18,5,1,59,98,1,0,0,0,0,1,0
7482,STU06459,27,81,0,1,1,1,1,25,7,0,89,94,1,0,0,0,0,1,0
7483,STU06460,27,81,2,0,0,1,1,21,17,1,95,99,0,1,0,0,0,0,1
7484,STU06461,27,81,2,0,0,1,1,18,5,1,59,98,1,0,0,0,0,1,0
7485,STU06462,27,81,2,0,0,1,1,25,7,0,89,94,1,0,0,0,0,1,0
7486,STU06463,13,88,0,1,0,1,0,25,20,1,95,82,1,0,1,1,0,1,0
7487,STU06464,13,88,1,0,0,1,0,25,20,1,95,82,1,0,1,1,0,1,0
7488,STU06465,13,88,1,1,1,1,0,25,20,1,95,82,1,0,1,1,0,1,0
7489,STU06466,13,88,1,1,2,1,0,25,20,1,95,82,1,0,1,1,0,1,0
7490,STU06467,30,85,1,1,0,1,0,18,2,1,76,83,1,0,1,1,1,0,0
7491,STU06468,30,85,1,1,0,1,0,29,16,1,57,72,0,2,1,1,1,0,0
7492,STU06469,30,85,1,1,0,1,0,28,1,1,72,73,0,0,1,1,0,0,1
7493,STU06470,30,85,1,1,0,1,0,28,10,1,99,92,1,2,0,0,1,0,0
7494,STU06471,30,85,1,1,0,1,0,19,7,1,53,52,0,2,3,3,0,1,0
7495,STU06472,30,85,0,1,2,1,0,18,2,1,76,83,1,0,1,1,1,0,0
7496,STU06473,30,85,0,1,2,1,0,29,16,1,57,72,0,2,1,1,1,0,0
7497,STU06474,30,85,0,1,2,1,0,28,1,1,72,73,0,0,1,1,0,0,1
7498,STU06475,30,85,0,1,2,1,0,28,10,1,99,92,1,2,0,0,1,0,0
7499,STU06476,30,85,0,1,2,1,0,19,7,1,53,52,0,2,3,3,0,1,0
7500,STU06477,30,85,1,0,1,1,0,18,2,1,76,83,1,0,1,1,1,0,0
7501,STU06478,30,85,1,0,1,1,0,29,16,1,57,72,0,2,1,1,1,0,0
7502,STU06479,30,85,1,0,1,1,0,28,1,1,72,73,0,0,1,1,0,0,1
7503,STU06480,30,85,1,0,1,1,0,28,10,1,99,92,1,2,0,0,1,0,0
7504,STU06481,30,85,1,0,1,1,0,19,7,1,53,52,0,2,3,3,0,1,0
7505,STU06482,30,85,1,0,0,1,0,18,2,1,76,83,1,0,1,1,1,0,0
7506,STU06483,30,85,1,0,0,1,0,29,16,1,57,72,0,2,1,1,1,0,0
7507,STU06484,30,85,1,0,0,1,0,28,1,1,72,73,0,0,1,1,0,0,1
7508,STU06485,30,85,1,0,0,1,0,28,10,1,99,92,1,2,0,0,1,0,0
7509,STU06486,30,85,1,0,0,1,0,19,7,1,53,52,0,2,3,3,0,1,0
7510,STU06487,13,68,1,1,1,1,1,19,10,0,78,60,1,2,2,2,0,1,0
7511,STU06488,13,68,1,1,1,1,1,25,9,0,88,54,1,1,3,3,0,0,0
7512,STU06489,13,68,1,1,1,1,1,27,17,0,93,90,1,2,0,0,0,0,1
7513,STU06490,13,68,0,1,1,1,1,19,10,0,78,60,1,2,2,2,0,1,0
7514,STU06491,13,68,0,1,1,1,1,25,9,0,88,54,1,1,3,3,0,0,0
7515,STU06492,13,68,0,1,1,1,1,27,17,0,93,90,1,2,0,0,0,0,1
7519,STU06493,30,98,0,1,2,1,1,21,10,1,60,44,1,2,3,3,0,1,0
7520,STU06494,30,98,0,1,1,1,1,21,10,1,60,44,1,2,3,3,0,1,0
7521,STU06495,30,98,2,0,2,1,1,21,10,1,60,44,1,2,3,3,0,1,0
7522,STU06496,30,98,1,0,2,1,1,21,10,1,60,44,1,2,3,3,0,1,0
7523,STU06497,30,98,1,1,1,1,1,21,10,1,60,44,1,2,3,3,0,1,0
7524,STU06498,23,87,2,0,1,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7525,STU06499,23,87,2,0,1,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7526,STU06500,23,87,0,0,0,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7527,STU06501,23,87,0,0,0,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7528,STU06502,23,87,2,0,2,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7529,STU06503,23,87,2,0,2,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7530,STU06504,23,87,2,1,2,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7531,STU06505,23,87,2,1,2,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7532,STU06506,23,87,1,0,1,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7533,STU06507,23,87,1,0,1,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7534,STU06508,23,87,0,1,1,1,0,22,13,1,62,66,1,1,2,2,0,1,0
7535,STU06509,23,87,0,1,1,1,0,22,1,1,81,53,1,2,3,3,0,1,0
7536,STU06510,26,78,2,1,0,1,0,19,15,0,53,73,1,2,1,1,0,1,0
7537,STU06511,26,78,2,1,0,1,0,18,14,1,65,48,1,1,3,3,1,0,0
7538,STU06512,26,78,2,1,0,1,0,20,5,0,59,71,1,2,1,1,0,0,0
7539,STU06513,26,78,2,1,0,1,0,25,13,0,78,66,0,1,2,2,0,0,0
7540,STU06514,26,78,2,1,1,0,0,19,15,0,53,73,1,2,1,1,0,1,0
7541,STU06515,26,78,2,1,1,0,0,18,14,1,65,48,1,1,3,3,1,0,0
7542,STU06516,26,78,2,1,1,0,0,20,5,0,59,71,1,2,1,1,0,0,0
7543,STU06517,26,78,2,1,1,0,0,25,13,0,78,66,0,1,2,2,0,0,0
7544,STU06518,26,78,1,0,1,1,0,19,15,0,53,73,1,2,1,1,0,1,0
7545,STU06519,26,78,1,0,1,1,0,18,14,1,65,48,1,1,3,3,1,0,0
7546,STU06520,26,78,1,0,1,1,0,20,5,0,59,71,1,2,1,1,0,0,0
7547,STU06521,26,78,1,0,1,1,0,25,13,0,78,66,0,1,2,2,0,0,0
7552,STU06522,27,96,2,1,0,0,1,28,0,0,89,46,1,2,3,3,0,1,0
7553,STU06523,27,96,0,1,1,1,1,28,0,0,89,46,1,2,3,3,0,1,0
7554,STU06524,27,96,1,0,1,1,1,28,0,0,89,46,1,2,3,3,0,1,0
7555,STU06525,13,64,0,1,1,1,1,21,11,1,72,92,0,2,0,0,1,0,0
7556,STU06526,13,64,2,1,0,1,1,21,11,1,72,92,0,2,0,0,1,0,0
7557,STU06527,13,64,0,1,2,1,1,21,11,1,72,92,0,2,0,0,1,0,0
7558,STU06528,13,64,2,1,1,1,1,21,11,1,72,92,0,2,0,0,1,0,0
7559,STU06529,18,63,2,0,1,1,0,21,18,1,85,87,0,1,0,0,0,0,0
7560,STU06530,18,63,2,0,1,1,0,27,18,1,93,54,0,2,3,3,1,0,0
7563,STU06531,18,63,0,0,1,1,0,21,18,1,85,87,0,1,0,0,0,0,0
